Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
64,510,no,no,47,198.3,51,40.65,28.9,74,18.94,289.7,170,15.58,13.6,13,4.29,5,0
130,510,no,no,29,229.0,92,1.2,154.7,26,21.09,309.6,116,3.69,5.4,9,4.05,7,1
54,415,no,yes,43,107.7,46,49.79,193.9,22,10.4,276.7,80,6.44,16.3,0,4.28,5,0
107,415,no,no,8,44.2,2,54.77,45.0,86,9.91,281.9,130,9.03,0.6,18,0.87,5,0
193,408,no,no,44,266.3,142,14.04,293.5,112,8.09,16.4,70,16.59,3.8,16,3.25,3,0
51,415,no,no,48,297.8,83,49.9,54.0,120,16.47,174.6,139,9.1,5.6,19,4.78,5,0
181,415,no,no,16,90.0,33,39.27,139.1,161,10.8,323.2,170,7.61,18.5,14,3.92,3,0
36,408,yes,no,35,142.5,49,34.26,25.0,148,16.21,368.9,100,9.92,15.9,5,0.02,5,0
115,510,no,no,13,174.5,32,49.74,190.4,149,12.18,90.6,69,16.5,17.7,6,4.41,0,0
26,510,no,no,18,186.7,72,16.85,216.7,64,25.1,228.8,173,13.91,8.8,0,3.53,6,0
29,408,no,yes,6,230.8,2,46.66,266.9,159,2.19,317.7,24,2.87,16.5,4,0.61,1,0
149,510,no,no,2,14.6,1,18.56,123.2,27,17.17,297.2,88,13.66,17.1,19,1.57,5,1
11,415,no,no,32,252.5,131,46.46,214.4,81,17.27,244.5,130,14.3,8.0,19,0.59,8,1
40,408,no,no,43,21.7,15,26.61,266.5,6,11.51,7.4,62,11.74,19.9,6,3.65,2,0
11,408,no,no,31,163.9,32,6.9,276.6,101,12.63,285.9,29,11.17,17.0,1,0.02,3,0
164,408,no,no,46,289.7,8,22.51,109.5,13,24.0,305.4,92,7.49,19.5,2,2.32,4,1
113,510,yes,no,10,157.9,56,13.78,24.6,57,8.42,285.5,131,10.91,17.3,1,5.0,7,0
187,408,yes,no,41,52.2,39,5.93,13.7,43,26.14,302.5,77,12.54,15.5,15,4.26,5,1
39,408,no,no,1,344.8,51,6.51,278.8,13,26.89,170.2,84,2.09,18.9,16,2.94,7,1
232,408,no,no,25,311.2,15,46.02,139.9,43,19.52,392.5,70,4.37,8.4,11,3.47,2,1
227,510,no,no,3,270.0,135,52.0,48.6,168,23.19,304.5,148,3.3,15.7,4,3.02,2,1
54,415,no,yes,16,144.0,86,54.7,67.0,72,18.39,228.6,70,14.3,4.3,3,4.05,8,0
98,408,no,no,16,64.3,59,50.38,278.1,1,15.76,369.0,128,11.56,14.7,15,4.43,5,0
55,415,no,yes,27,329.5,163,48.98,217.4,4,29.0,358.7,33,7.66,15.7,17,3.83,7,0
111,510,no,yes,29,186.3,2,4.06,182.0,89,8.48,321.8,86,14.04,14.3,12,0.91,3,0
152,510,no,no,39,298.3,14,46.62,226.2,86,4.62,222.7,130,12.19,17.0,19,1.86,4,0
150,510,no,no,22,119.7,101,46.21,49.9,139,8.62,208.2,17,15.53,8.3,8,3.92,8,0
69,510,no,no,45,117.4,22,7.75,115.8,77,18.44,129.8,42,1.31,10.9,15,4.12,6,0
56,415,no,no,23,344.9,130,39.06,135.8,126,5.56,99.1,75,8.66,0.2,2,3.14,4,0
33,408,yes,no,28,182.6,157,26.7,114.2,76,27.26,202.4,77,12.01,2.9,16,3.57,6,1
36,510,no,no,3,49.2,16,53.1,313.8,98,12.33,228.2,40,3.53,12.9,19,0.87,8,0
239,510,no,no,37,76.9,113,41.03,211.1,46,25.5,96.6,105,5.56,11.2,9,1.86,2,0
148,415,no,no,28,168.7,57,56.11,264.7,78,7.48,364.4,108,7.12,3.9,19,2.67,2,0
211,415,no,no,18,14.9,109,6.19,85.9,162,9.4,220.1,23,13.5,4.9,3,4.92,3,0
227,510,no,no,26,161.9,134,2.4,95.9,115,1.78,208.0,23,8.39,6.9,0,4.0,6,0
235,408,no,no,28,146.6,77,57.44,81.8,146,7.73,172.1,2,8.38,14.3,15,0.96,4,1
81,408,no,yes,35,272.8,142,4.73,249.7,78,14.71,22.9,72,7.33,12.2,10,1.76,4,1
190,510,no,yes,34,124.2,43,22.79,126.7,114,28.38,348.5,23,3.89,1.4,18,1.08,3,0
109,415,no,yes,5,343.9,11,38.35,147.0,7,11.67,125.2,118,15.69,15.2,7,0.76,7,1
235,510,no,yes,22,63.3,7,51.92,257.4,22,19.19,253.8,39,5.4,5.3,4,0.6,2,0
226,510,no,no,38,206.8,79,15.02,352.8,12,12.83,239.9,70,9.65,13.4,7,4.83,1,1
201,415,no,yes,45,31.4,40,1.71,58.8,22,1.4,230.9,136,2.53,2.5,17,4.53,3,0
154,510,no,yes,43,256.9,161,30.76,22.8,30,15.11,207.7,108,7.38,20.0,14,2.42,7,1
194,510,no,yes,47,348.2,45,27.8,70.7,157,1.98,71.7,102,15.36,1.6,17,2.74,3,1
73,510,yes,yes,7,286.7,28,18.11,266.8,169,26.51,110.8,166,16.92,14.8,12,4.19,7,1
201,415,yes,yes,1,194.5,15,51.56,70.6,129,22.59,207.1,32,6.15,10.8,14,3.24,4,1
40,408,no,no,12,169.7,132,44.21,212.1,138,11.36,311.8,161,2.62,1.7,12,3.66,8,1
17,408,no,no,39,292.3,4,50.63,214.3,152,19.21,170.6,61,5.35,0.5,2,3.96,1,0
129,415,no,yes,20,327.6,29,9.55,106.9,156,3.36,80.5,84,5.56,7.3,11,2.42,7,1
217,408,no,no,30,346.2,116,40.85,24.9,21,21.08,34.7,60,10.96,16.0,11,4.87,6,0
61,510,no,no,47,138.8,4,57.53,144.9,125,24.68,261.9,92,8.43,0.8,9,3.14,1,0
171,408,no,yes,35,346.8,140,36.1,67.8,146,24.65,167.2,26,13.06,14.1,0,3.17,4,0
104,510,no,no,47,54.6,48,10.11,67.0,168,8.53,49.5,125,11.92,13.1,5,0.71,5,0
42,408,no,no,37,88.7,88,58.75,189.7,165,7.91,266.4,144,4.27,5.3,18,4.94,8,0
25,415,no,no,26,31.2,49,31.17,244.3,156,15.64,82.0,59,13.33,1.5,12,0.35,7,0
39,408,no,no,35,95.1,13,49.56,27.4,73,29.03,201.1,169,14.41,18.3,0,4.93,6,1
35,408,no,yes,47,268.8,107,8.81,209.9,21,27.62,120.9,46,10.17,6.0,18,4.55,0,0
131,408,no,no,22,298.5,45,39.3,89.4,7,10.79,368.0,111,15.77,2.2,5,4.28,2,0
242,415,no,no,20,272.6,81,53.84,244.4,46,23.39,90.2,86,13.31,13.6,0,3.37,0,1
229,408,yes,no,12,220.9,125,31.39,294.1,133,27.64,165.9,108,10.12,4.3,16,3.04,5,0
108,415,yes,yes,36,179.9,83,17.03,292.9,6,7.83,379.0,148,15.4,9.5,16,4.98,2,0
172,510,no,no,46,248.0,33,7.52,134.3,163,24.91,125.9,135,10.21,1.0,10,4.87,1,0
179,408,no,no,25,136.8,70,17.46,205.9,135,8.04,254.6,72,8.86,19.9,19,4.06,1,0
222,415,no,no,39,294.5,59,20.94,288.1,87,10.3,125.1,121,6.06,9.0,11,0.43,7,0
102,415,yes,yes,6,237.0,73,41.89,22.1,45,5.96,43.7,96,15.01,20.0,12,1.86,0,0
98,408,no,no,45,244.2,80,10.54,219.8,63,15.21,247.9,67,2.09,7.7,17,4.33,8,1
12,510,no,no,38,187.6,138,6.26,303.7,158,25.3,361.8,62,8.05,7.0,0,3.51,6,1
19,415,no,no,21,309.8,97,22.83,135.2,22,15.84,178.8,81,9.14,18.3,2,0.61,0,0
101,408,no,no,38,88.2,90,27.06,165.3,60,3.7,247.3,29,9.43,6.6,16,1.74,4,0
44,510,no,no,22,133.4,94,37.07,253.6,49,7.55,240.5,24,11.08,8.6,6,0.1,4,0
187,415,no,no,29,272.2,131,41.74,24.6,45,16.89,164.0,120,8.6,1.6,16,4.46,1,1
49,415,no,no,17,172.5,59,52.47,140.0,42,17.5,242.9,96,4.37,19.1,15,3.74,0,0
189,510,no,no,41,311.2,112,17.05,107.3,137,17.31,102.4,98,14.57,1.7,11,2.18,6,0
17,510,no,no,17,121.2,80,31.19,6.2,94,2.31,149.3,105,11.18,15.4,7,3.8,8,1
74,408,no,yes,45,129.3,83,21.6,71.1,147,22.61,174.7,55,14.59,10.8,10,4.67,7,0
57,408,no,no,9,311.1,24,0.08,143.7,143,27.28,341.3,161,4.69,1.2,2,1.4,6,1
55,415,no,no,38,162.5,32,34.19,71.7,2,15.32,137.6,129,10.83,0.0,11,1.43,3,0
241,510,no,no,29,180.6,18,48.13,218.7,29,21.56,250.9,52,12.14,18.7,3,2.41,6,0
47,510,no,no,25,116.5,56,2.15,162.9,17,27.42,84.3,125,6.52,14.8,8,3.53,7,0
12,510,no,no,6,96.8,14,0.21,14.3,34,19.28,99.8,40,13.81,13.7,16,4.97,8,0
62,415,no,no,6,229.6,40,42.94,99.8,146,20.23,256.1,22,0.04,8.8,15,0.81,8,1
80,510,no,yes,4,41.9,59,40.35,7.1,25,21.64,301.1,30,10.11,4.8,11,1.71,4,1
216,510,no,no,0,307.7,108,23.95,130.0,34,7.82,182.5,1,10.43,13.6,14,1.82,4,1
83,415,no,yes,45,272.7,95,39.03,94.1,75,17.48,132.4,59,9.08,12.2,14,3.63,5,1
8,408,no,no,17,66.8,21,56.25,249.8,71,25.27,359.6,77,10.71,14.5,0,4.43,7,1
223,408,no,no,12,242.9,159,14.62,111.6,56,8.88,53.6,22,2.84,7.3,2,0.92,2,0
149,415,no,no,24,210.9,140,14.51,136.2,100,26.92,284.7,34,11.64,19.7,1,3.57,2,0
81,510,no,no,39,64.6,25,10.99,263.3,48,18.61,272.6,0,5.71,1.3,16,4.55,4,0
215,415,no,yes,7,95.6,132,42.72,174.6,9,12.7,272.6,104,7.68,1.6,11,0.61,0,0
229,408,no,yes,9,143.1,124,20.84,202.0,104,18.7,369.5,48,5.66,18.3,4,3.18,4,0
118,408,no,no,31,244.7,96,58.33,305.4,156,12.06,287.6,167,8.06,13.0,10,1.01,8,1
208,415,no,no,16,223.6,132,42.16,75.1,103,25.14,119.1,61,10.57,6.5,18,2.21,4,0
198,415,no,yes,37,186.3,70,21.68,359.1,70,14.47,139.6,14,14.25,15.2,14,0.63,6,1
200,408,no,no,14,268.9,17,8.8,326.7,97,27.04,154.5,157,8.22,9.1,6,3.42,8,1
25,415,no,no,14,265.3,94,34.93,104.0,67,15.29,12.2,20,5.49,0.4,7,2.01,7,1
210,408,no,no,47,216.3,133,17.4,324.1,77,19.81,360.8,135,8.3,13.0,9,2.84,4,1
89,415,no,no,39,275.4,65,53.43,273.7,23,29.93,29.1,134,11.71,4.9,5,2.62,1,1
12,415,no,no,50,117.0,126,26.04,337.9,42,4.41,276.4,104,5.89,2.3,14,3.47,4,0
143,415,no,no,19,308.4,41,17.27,250.9,94,22.1,288.4,33,7.04,4.5,9,4.48,7,1
59,408,no,no,14,215.2,116,34.72,244.8,125,4.17,333.3,120,9.57,9.5,16,1.4,0,0
154,415,no,yes,34,287.8,10,8.08,1.3,166,25.17,218.6,169,5.0,1.0,5,2.98,3,1
233,408,no,no,5,191.2,25,33.13,172.3,91,17.89,286.5,95,3.55,17.7,18,2.87,0,0
109,408,no,no,29,76.5,148,3.31,72.7,152,28.14,119.6,9,2.39,11.2,19,1.58,4,0
26,415,no,no,7,189.8,55,35.81,117.6,82,25.98,294.5,89,5.99,5.9,19,2.5,1,0
47,415,no,no,30,129.9,117,31.28,355.3,33,2.25,135.6,57,0.82,13.7,5,0.2,1,0
32,408,no,yes,47,244.1,147,30.73,31.0,118,4.12,356.6,108,9.92,16.1,13,2.13,6,0
10,408,yes,yes,46,166.5,56,40.37,262.3,52,18.04,64.5,98,2.99,12.3,12,1.35,3,0
16,510,no,no,31,292.6,4,2.62,62.8,52,15.55,124.7,108,6.42,4.0,12,4.32,1,1
199,408,no,no,44,237.3,13,27.12,2.7,145,5.06,197.0,131,4.58,2.2,8,1.79,2,0
145,510,no,no,14,239.6,23,26.2,182.0,116,3.88,306.5,88,10.72,17.2,8,0.96,2,0
151,510,no,no,17,76.0,67,27.13,58.5,134,16.92,295.8,135,14.46,4.7,7,2.65,1,0
26,510,no,no,12,344.5,47,57.81,350.5,74,1.47,83.2,11,10.77,0.4,9,4.05,6,1
213,415,no,no,23,294.6,59,8.22,73.9,41,26.21,57.0,117,9.22,12.9,19,1.77,0,0
86,415,no,no,39,276.2,2,40.74,69.7,138,24.21,120.1,87,11.37,3.1,3,4.23,8,0
135,408,no,no,13,115.6,118,23.72,11.7,136,23.56,191.1,87,0.51,19.8,2,1.63,4,0
14,510,no,no,27,187.5,136,30.19,119.7,34,0.48,212.9,152,2.09,17.4,12,3.68,3,0
79,415,no,no,10,48.0,99,44.98,8.8,100,1.43,169.5,154,1.61,12.2,7,0.58,2,0
117,415,yes,yes,5,188.5,82,9.29,181.1,86,16.5,261.9,129,1.67,16.7,8,0.31,2,0
7,415,no,no,24,51.1,23,45.05,183.5,96,29.83,168.9,72,4.43,9.4,13,3.69,2,0
137,415,no,yes,0,193.6,131,4.15,19.3,83,10.27,373.8,160,9.04,15.8,0,1.84,0,0
115,415,no,no,24,227.1,136,28.52,87.1,4,10.33,103.1,82,1.95,12.9,13,1.96,1,0
176,510,no,yes,1,136.6,0,43.78,302.1,153,4.03,247.8,4,15.9,0.6,11,2.87,6,0
72,510,no,no,31,174.5,115,11.36,167.9,50,20.23,241.5,46,14.52,19.0,3,4.93,2,0
242,510,no,no,12,306.5,162,45.48,157.8,37,19.4,111.2,23,16.52,17.2,3,0.86,5,1
59,510,no,no,32,38.0,139,9.84,253.7,2,3.04,162.6,120,0.72,19.1,12,1.5,3,0
215,408,no,yes,31,277.1,145,47.16,259.5,12,14.02,144.4,94,14.47,14.6,15,3.24,4,1
221,510,no,yes,23,59.8,9,27.67,276.6,162,20.01,68.1,171,13.66,8.2,10,3.5,7,1
82,415,no,no,26,12.8,145,40.39,301.5,86,14.81,188.5,141,15.34,4.1,2,3.53,1,0
223,510,no,yes,3,65.0,151,54.13,84.3,2,20.23,152.7,163,8.98,3.6,1,2.98,4,0
222,408,no,no,23,267.8,128,24.1,24.1,54,24.49,70.4,50,13.39,2.9,2,2.94,1,1
116,415,no,no,22,141.8,78,13.74,138.0,65,20.57,177.7,133,0.87,4.4,19,0.74,8,1
167,510,no,no,28,305.4,98,51.16,310.4,83,18.48,166.6,144,1.29,11.0,16,4.17,1,0
227,510,yes,no,33,183.6,143,9.54,28.3,72,25.61,51.9,81,2.02,13.7,0,0.04,0,0
146,510,no,no,20,7.8,142,37.26,209.1,111,27.02,51.8,71,15.55,6.3,10,2.09,3,0
187,415,no,yes,29,250.8,132,54.47,254.5,61,11.67,255.8,50,1.04,11.0,15,1.08,6,0
234,415,no,yes,25,38.6,44,39.79,174.8,24,5.2,279.1,51,1.7,6.8,19,0.52,1,0
103,408,no,yes,19,276.3,117,11.55,92.6,51,24.54,371.8,11,15.82,13.9,9,1.6,8,1
17,415,no,yes,15,58.8,51,8.98,118.5,49,6.41,34.4,80,1.83,19.8,19,3.29,0,0
14,415,no,yes,2,120.9,111,14.89,26.0,121,27.87,46.6,94,14.79,13.8,5,2.49,0,0
159,510,no,no,48,266.4,134,23.09,106.2,128,0.69,20.5,114,13.42,1.2,1,4.37,7,1
152,415,no,no,36,334.0,154,9.39,16.1,38,27.64,210.2,128,0.68,9.5,6,3.0,4,0
227,510,no,no,39,130.0,111,47.07,263.7,51,17.68,246.0,10,0.37,15.4,16,1.27,8,0
108,510,no,no,43,290.3,12,21.07,326.0,75,23.24,159.4,15,9.08,10.8,7,2.58,7,1
188,415,no,no,24,66.8,16,55.23,230.0,39,11.95,315.2,100,16.95,19.0,12,1.14,5,0
45,408,yes,no,22,282.5,43,49.71,238.4,59,29.75,271.2,112,14.94,1.1,3,0.89,3,1
98,408,no,yes,43,230.1,140,53.62,171.4,109,6.83,389.4,91,5.27,5.8,10,4.78,5,0
131,415,no,no,0,67.5,72,17.38,56.6,83,7.93,54.5,8,6.57,4.4,1,2.34,1,0
37,408,no,yes,32,105.9,4,33.85,2.8,19,1.54,23.0,118,6.59,15.4,7,3.26,4,0
171,510,no,yes,14,46.1,32,18.97,124.9,84,28.21,108.5,122,12.48,10.5,17,4.37,2,0
168,510,yes,no,16,134.0,131,15.16,272.8,1,13.68,7.5,7,5.8,2.8,7,1.61,2,0
218,415,no,no,33,71.3,153,35.82,348.6,105,20.25,368.4,24,2.51,5.7,10,3.95,0,0
183,408,no,no,16,225.4,67,48.26,156.5,8,20.62,120.1,167,12.7,10.5,4,3.94,7,1
215,408,no,yes,40,348.1,15,5.52,132.6,166,26.24,218.2,118,7.79,19.9,6,4.12,2,0
108,510,no,no,43,4.2,149,16.27,161.9,157,19.95,125.6,150,1.31,7.3,3,0.95,0,0
39,415,no,no,3,189.3,35,12.1,155.3,57,16.86,97.1,22,13.43,3.1,9,4.81,3,0
15,408,no,no,12,200.8,101,47.1,227.2,42,21.31,60.2,43,9.95,9.9,5,1.37,0,0
120,415,yes,no,3,320.0,162,55.07,266.5,137,22.53,126.5,55,8.32,6.2,12,3.88,0,0
241,408,no,no,6,177.1,24,4.72,284.9,108,5.58,243.1,122,11.45,11.3,15,0.81,0,0
4,510,no,yes,45,190.3,71,22.37,235.8,47,3.29,383.8,22,8.59,9.3,1,4.62,1,0
93,510,no,no,8,165.1,80,53.96,158.9,125,2.25,220.4,8,11.02,13.8,14,2.14,0,0
214,415,no,no,22,94.1,60,20.33,344.9,144,11.22,210.4,3,14.75,18.3,7,3.34,5,1
153,510,no,no,32,19.6,17,42.05,258.1,127,14.94,13.9,161,10.43,4.0,16,4.25,6,1
141,408,no,no,32,143.0,57,5.94,154.9,132,18.47,331.8,161,11.21,16.4,13,1.41,0,0
210,510,no,no,19,18.4,75,26.22,162.1,106,28.74,17.7,120,10.44,19.0,17,1.94,0,0
161,415,no,no,3,192.7,120,29.69,296.9,70,9.92,358.0,97,9.03,7.5,13,1.57,8,1
16,415,no,no,0,107.6,56,44.7,159.9,131,22.83,212.8,169,2.92,2.3,3,1.41,8,0
237,415,no,no,41,186.8,96,17.04,187.4,100,15.94,66.5,130,5.71,16.4,0,2.55,0,0
170,408,no,no,33,47.0,62,15.59,105.8,82,6.6,178.4,82,11.78,14.0,5,2.73,7,0
108,408,no,yes,26,326.4,11,17.88,304.5,27,18.46,393.0,33,7.23,4.3,4,0.38,2,1
126,408,yes,yes,20,313.1,10,32.79,189.6,105,29.02,120.5,104,6.9,8.9,14,3.37,6,1
194,408,no,no,23,66.5,140,51.68,200.6,37,3.73,106.4,106,12.91,11.6,15,2.1,0,0
55,408,no,no,14,120.2,162,49.03,319.7,65,15.22,46.6,42,0.09,3.4,7,4.45,6,1
227,510,no,no,34,214.7,26,3.42,334.1,46,1.55,235.9,164,11.54,14.3,5,4.43,0,0
170,408,no,no,24,33.5,103,51.86,299.2,105,9.64,35.2,11,8.32,13.8,4,3.6,2,0
34,408,no,yes,8,124.1,66,5.61,23.7,102,18.62,302.6,15,6.4,17.7,5,4.27,6,0
158,510,no,yes,16,87.9,88,24.51,161.0,24,25.23,363.1,61,5.79,11.3,0,4.61,0,0
13,408,no,no,20,320.4,44,45.16,124.6,65,21.91,368.1,16,2.94,11.5,13,2.89,8,1
141,415,no,yes,12,298.4,80,4.81,77.5,78,13.89,42.6,14,5.68,12.4,18,4.86,4,1
18,408,yes,no,2,202.9,66,2.38,330.0,66,27.28,220.5,25,6.65,5.5,18,4.78,1,0
160,408,no,yes,3,182.1,149,19.47,323.1,39,9.08,38.4,44,7.44,15.2,14,0.55,3,0
96,415,no,no,3,325.8,101,43.07,168.9,99,22.62,225.9,129,11.43,13.2,18,2.61,7,0
227,415,no,no,42,326.3,90,30.78,48.8,114,14.22,321.9,144,7.71,16.8,5,0.57,3,1
123,415,no,no,27,339.3,41,24.6,4.9,167,26.96,212.4,64,13.54,15.4,4,3.42,4,1
39,415,yes,no,6,43.9,19,47.97,159.2,118,23.92,344.5,93,10.88,12.8,15,3.83,1,1
46,408,no,yes,25,56.2,47,45.24,14.5,164,27.04,316.7,29,3.22,3.2,8,4.42,4,1
29,415,yes,no,10,236.9,17,46.38,221.3,144,6.43,109.2,67,4.71,18.4,14,3.25,6,0
190,415,no,no,23,189.5,127,27.12,220.9,61,20.04,248.9,105,1.35,7.3,7,2.27,8,1
241,510,yes,no,42,6.5,76,1.15,326.3,168,22.15,2.9,43,16.08,19.3,7,0.78,7,0
221,415,no,no,9,21.7,5,10.16,69.0,75,22.27,156.4,95,15.07,8.0,3,0.63,5,0
62,415,no,yes,36,310.8,38,43.74,134.8,169,15.12,94.0,59,1.44,2.9,1,2.43,8,0
236,510,no,no,12,304.1,10,44.44,312.0,30,0.34,370.2,0,9.76,17.7,15,4.16,6,0
185,510,no,no,43,125.0,111,57.37,172.2,32,7.84,160.1,18,16.33,15.9,2,3.75,2,0
16,408,yes,no,41,311.9,152,11.22,21.7,42,9.7,258.4,32,12.7,15.7,8,4.4,0,0
184,510,no,yes,38,207.8,107,7.25,40.2,92,25.56,289.1,163,8.36,1.8,3,4.05,4,0
236,408,no,no,18,282.1,93,8.19,295.3,37,25.23,305.4,90,4.1,17.6,1,1.03,8,0
239,510,no,no,50,149.6,54,10.9,270.0,40,3.14,290.6,23,4.74,11.9,18,1.0,7,1
121,510,yes,yes,18,39.7,83,31.18,317.9,117,28.5,114.2,82,12.52,9.4,14,2.29,5,0
10,408,no,no,11,151.8,57,57.54,43.1,167,5.47,271.0,124,13.27,18.3,6,0.96,7,0
158,510,no,no,21,160.1,36,34.78,276.0,157,12.43,216.9,152,8.99,13.3,7,0.94,7,0
153,408,no,no,46,192.8,15,30.84,237.8,21,6.45,236.0,138,2.06,2.7,2,1.34,2,0
103,510,no,no,36,37.0,69,39.73,84.3,95,25.81,0.3,8,15.88,10.4,14,0.11,5,0
84,415,no,no,29,347.0,92,4.36,353.5,126,22.48,102.0,5,14.36,12.7,0,2.86,6,1
133,510,no,no,45,85.4,164,48.11,207.0,60,10.61,367.6,57,2.39,18.0,15,1.98,1,0
65,408,no,no,11,69.5,143,38.17,329.2,73,20.46,114.6,99,0.96,5.6,2,1.19,6,1
222,510,no,yes,28,184.4,17,10.1,311.9,31,5.53,173.0,121,9.11,15.9,1,0.67,5,1
177,408,no,no,20,188.0,146,37.21,120.9,131,11.47,73.7,100,4.83,16.0,14,2.28,1,0
3,408,no,no,10,153.9,129,35.18,194.6,44,11.31,54.7,156,4.82,2.6,3,3.01,1,0
173,415,no,no,36,270.2,137,3.83,156.6,71,7.14,82.4,10,1.48,0.3,13,4.87,5,1
142,415,no,no,47,180.8,45,15.75,257.4,19,26.29,218.7,150,16.21,11.6,8,1.27,2,0
120,408,yes,no,17,213.4,18,23.07,213.5,64,20.37,363.0,153,14.11,15.8,8,0.13,5,1
158,510,no,no,43,253.3,37,14.45,284.9,88,8.4,128.8,0,1.94,11.1,13,3.68,8,1
242,408,no,no,26,8.8,36,14.35,4.3,153,7.26,127.7,80,14.9,16.3,14,1.18,0,0
68,408,no,no,36,199.7,111,33.8,249.7,22,0.54,222.8,174,11.61,12.4,4,2.42,2,0
146,510,no,yes,47,309.5,44,27.78,115.8,39,10.4,140.9,109,5.53,13.1,1,4.04,1,0
190,510,no,no,11,6.1,116,39.37,81.4,129,15.8,359.6,168,14.81,0.6,16,0.18,2,0
37,510,no,no,22,141.8,161,56.43,290.9,153,8.33,149.2,150,10.17,1.8,10,0.71,1,0
153,510,no,no,33,324.2,129,38.97,32.4,77,21.01,193.7,99,14.43,14.5,12,0.49,2,0
176,408,no,no,37,123.6,43,34.34,82.9,43,12.35,210.7,104,7.98,15.3,11,1.17,3,0
193,408,no,no,22,160.6,96,50.01,74.0,158,9.49,308.9,132,8.51,10.8,2,0.87,6,0
181,415,no,yes,24,343.5,82,37.29,152.4,153,28.17,222.7,98,4.95,11.8,19,1.58,1,0
238,408,no,no,3,69.8,123,9.77,117.0,112,7.88,94.5,8,6.59,12.3,12,3.73,1,0
207,510,yes,no,29,22.8,123,18.57,261.5,82,11.95,49.0,131,9.65,2.1,14,0.21,1,0
73,415,no,yes,29,300.8,26,43.27,253.9,116,11.47,370.4,56,16.1,13.4,10,0.37,5,1
143,510,no,yes,12,304.0,47,43.56,118.1,4,7.24,316.6,123,10.2,9.6,15,2.82,7,1
49,408,no,no,41,165.2,93,58.23,158.6,120,6.52,9.1,152,2.51,12.1,6,2.6,3,0
121,415,yes,no,48,180.0,6,36.99,75.5,69,9.07,324.5,5,0.12,11.3,0,2.37,2,0
88,510,yes,yes,13,292.5,154,53.07,243.5,34,25.93,233.3,141,14.47,15.3,18,2.58,8,1
196,415,no,no,46,258.5,84,3.22,143.8,15,23.01,205.0,62,6.19,6.4,17,3.71,0,0
140,415,no,no,7,92.8,111,33.41,48.2,158,20.43,4.8,117,5.35,7.5,8,2.88,1,0
187,408,no,no,23,5.9,88,54.27,46.2,13,13.71,308.4,64,13.61,7.8,17,2.28,6,0
37,510,no,no,17,167.9,127,16.95,117.0,24,15.23,78.2,51,16.07,15.2,2,0.41,2,0
61,415,no,no,34,300.6,17,9.14,271.3,78,8.01,287.6,64,12.72,8.6,2,4.87,8,1
229,415,no,yes,24,313.5,32,20.68,9.3,100,2.23,6.3,124,2.96,3.5,3,1.2,0,1
171,510,no,yes,16,334.7,160,46.74,93.6,104,9.93,314.6,99,6.65,19.7,15,4.35,8,0
124,415,no,no,31,307.8,95,5.0,59.0,145,14.87,9.1,135,12.91,9.9,10,1.89,5,1
198,415,no,no,23,203.0,121,35.42,347.2,19,1.72,93.2,95,15.42,2.2,14,3.42,0,0
39,415,no,no,6,155.6,24,8.0,256.0,55,2.65,106.0,7,16.98,13.4,8,2.27,8,1
184,510,no,no,12,271.2,141,25.7,84.7,129,7.89,62.2,13,8.7,14.8,7,1.77,8,1
63,510,no,no,26,258.9,3,56.99,75.3,153,11.01,190.0,23,13.98,10.0,5,3.07,4,1
46,510,no,no,47,188.4,107,11.51,311.5,22,11.8,112.1,92,0.79,12.9,17,2.68,6,0
88,510,no,yes,4,30.6,81,2.01,69.1,31,3.54,392.3,24,4.86,3.5,5,1.16,2,0
11,408,no,yes,35,324.1,9,25.2,361.9,140,6.77,229.1,133,6.32,7.4,5,1.68,7,1
62,415,no,no,25,159.5,34,34.08,102.5,12,7.85,223.8,128,16.58,3.2,11,0.17,2,0
77,510,no,yes,41,127.2,98,17.55,30.6,144,2.03,87.2,86,0.06,7.7,4,0.97,6,0
226,415,no,yes,44,220.3,103,31.96,250.8,26,9.78,161.4,32,5.24,11.3,13,1.68,3,0
153,415,no,no,30,235.8,22,56.25,221.3,144,2.17,49.0,141,15.82,8.9,5,4.86,4,0
199,408,no,no,9,73.7,64,18.39,362.9,165,21.1,301.2,55,5.21,11.9,19,2.64,6,1
52,510,no,no,45,292.9,81,18.26,291.2,13,11.58,130.8,27,3.83,10.0,18,3.5,1,0
4,510,no,yes,25,101.5,152,28.48,155.7,141,9.8,297.0,28,12.41,6.4,13,3.37,3,0
59,415,no,yes,21,65.3,16,30.4,245.6,139,3.8,146.8,22,12.67,2.9,0,4.9,6,1
72,510,no,no,11,142.2,147,0.08,296.9,68,6.8,390.6,171,8.03,5.1,19,2.78,2,0
148,415,no,no,31,255.7,127,36.34,186.5,67,6.98,67.6,37,16.1,4.0,6,2.93,3,0
93,415,no,no,26,337.9,152,58.84,99.1,54,29.56,0.6,42,3.45,14.1,6,1.5,7,0
63,408,no,no,32,283.2,30,17.23,76.3,28,25.06,235.0,9,15.53,16.4,13,3.13,2,0
54,408,no,no,19,329.1,64,37.22,107.2,88,0.46,376.4,26,12.84,14.4,19,3.79,8,1
